Id,V,F,D,G,Ra
4311,84.78,0.23,0.5,62.83,43.549706
4312,129.12,0.2,0.5,54.11,36.6351
4313,119.69,0.32,0.5,56.95,50.278957
4314,178.13,0.32,1.5,17.24,33.228874
4315,88.79,0.2,0.5,70.09,44.661007
4316,88.79,0.32,1.0,19.958,32.8851
4317,119.69,0.4,1.0,44.4,56.3765
4318,81.58,0.23,1.5,53.44,41.691593
4319,81.58,0.32,1.5,59.378,54.348427
4320,59.85,0.2,0.5,53.48,36.396477
4321,119.69,0.06,1.5,51.2,30.878342
4322,75.7,0.16,1.0,59.58,37.65166
4323,53.44,0.52,1.5,14.52,64.960724
4324,88.79,0.23,0.5,53.5,38.881363
4325,129.12,0.16,0.5,51.5,32.505047
4326,57.95,0.4,1.5,13.12,42.587624
4327,191.95,0.29,1.0,15.6,27.049135
4328,115.17,0.06,1.0,42.96,24.989077
4329,57.95,0.52,1.0,16.23,64.03448
4330,129.12,0.23,0.5,41.28,32.74212
4331,191.95,0.06,1.5,19.83,15.124895
4332,53.44,0.32,1.5,51.18,50.32905
4333,129.12,0.23,1.0,55.998999999999995,41.171875
4334,129.12,0.23,1.0,59.58,42.962563
4335,191.95,0.4,1.0,52.28,60.26748
4336,199.49,0.4,0.5,39.78,52.945293
4337,57.95,0.16,0.5,8.751,11.176853
4338,199.49,0.52,1.5,38.102,76.59173
4339,59.85,0.26,0.5,61.89,46.02117
4340,178.13,0.06,0.5,8.809,6.826744
4341,84.78,0.29,1.0,14.45,26.544844
4342,106.88,0.32,1.0,13.12,29.45659
4343,57.95,0.52,1.0,24.881999999999998,68.36473
4344,88.79,0.23,1.0,10.94,18.66684
4345,57.95,0.29,1.0,55.998999999999995,47.38894
4346,191.95,0.16,1.5,13.23,16.15723
4347,119.69,0.2,0.5,38.102,28.6318
4348,88.79,0.16,1.0,51.152,33.427982
4349,75.44,0.16,1.0,54.26,34.99136
4350,59.85,0.2,1.0,16.23,18.820795
4351,59.85,0.26,1.5,10.94,23.365059
4352,81.58,0.2,0.5,38.102,28.660444
4353,191.95,0.29,1.0,54.26,46.387856
4354,75.44,0.26,1.0,53.48,42.843052
4355,178.13,0.4,0.5,59.58,62.85677
4356,81.58,0.32,0.5,13.44,28.56481
4357,178.13,0.29,1.5,14.51,28.27558
4358,81.58,0.16,0.5,55.72,34.647854
4359,119.69,0.2,0.5,52.28,35.726463
4360,115.17,0.2,1.0,17.32,19.3063
4361,115.17,0.23,0.5,63.88,44.0532
4362,119.69,0.4,0.5,42.96,54.587807
4363,75.7,0.32,1.0,61.89,53.844692
4364,115.17,0.06,0.5,18.4,11.648518
4365,88.79,0.23,0.5,42.96,33.61081
4366,199.49,0.23,1.5,38.102,33.937115
4367,81.58,0.32,1.5,19.958,34.651306
4368,75.44,0.06,1.5,50.41,30.513813
4369,75.44,0.29,0.5,51.2,43.86472
4370,191.95,0.26,1.0,56.63,44.34198
4371,129.12,0.06,0.5,40.11,22.486727
4372,129.12,0.29,1.5,55.72,48.92378
4373,57.95,0.26,0.5,75.52,52.84783
4374,129.12,0.26,1.0,75.52,53.83054
4375,199.49,0.16,1.5,28.3,23.688885
4376,57.95,0.32,1.0,11.86,28.894157
4377,75.44,0.52,1.5,13.23,64.232666
4378,57.95,0.23,1.0,18.4,22.447536
4379,106.88,0.32,1.0,13.54,29.666437
4380,115.17,0.23,1.5,51.5,40.69745
4381,115.17,0.06,1.0,11.79,9.41837
4382,115.17,0.26,1.5,24.881999999999998,30.278791
4383,199.49,0.29,1.0,14.34,26.413767
4384,199.49,0.23,1.0,75.52,50.883476
4385,106.88,0.4,1.0,13.29,40.83423
4386,53.44,0.16,0.5,62.19,37.9447
4387,59.85,0.2,1.5,18.4,21.67419
4388,129.12,0.26,0.5,28.66,29.325268
4389,119.69,0.06,1.0,56.63,31.817223
4390,81.58,0.52,1.5,61.89,88.57478
4391,106.88,0.06,1.0,19.958,13.497757
4392,178.13,0.52,0.5,53.498999999999995,81.475494
4393,75.44,0.2,1.5,11.86,18.369448
4394,119.69,0.29,0.5,17.32,26.887741
4395,115.17,0.52,1.0,50.41,81.04297
4396,75.44,0.2,1.5,61.89,43.40545
4397,84.78,0.06,0.5,66.31,35.606934
4398,75.7,0.23,0.5,62.83,43.55615
4399,75.44,0.23,1.5,62.83,46.391785
4400,199.49,0.16,1.0,8.809,12.17003
4401,88.79,0.06,0.5,13.12,9.033031
4402,75.44,0.16,0.5,38.102,25.841486
4403,88.79,0.26,0.5,62.68,46.366013
4404,106.88,0.4,0.5,61.89,64.05872
4405,178.13,0.32,0.5,14.34,28.950602
4406,129.12,0.16,1.0,64.54,40.09565
4407,191.95,0.06,1.5,39.78,25.121672
4408,84.78,0.32,1.0,56.95,51.37046
4409,191.95,0.2,1.0,62.68,41.946327
4410,119.69,0.4,1.5,38.102,54.991226
4411,53.44,0.32,1.0,53.5,49.724785
4412,178.13,0.32,0.5,38.102,40.823067
4413,81.58,0.23,0.5,19.958,22.112429
4414,129.12,0.26,1.5,14.51,25.081228
4415,129.12,0.52,0.5,17.99,63.743725
4416,115.17,0.32,0.5,54.26,48.937912
4417,119.69,0.23,1.0,59.58,42.969254
4418,57.95,0.06,0.5,51.5,28.253061
4419,106.88,0.06,1.0,62.19,34.60242
4420,88.79,0.26,1.0,50.41,41.298916
4421,59.85,0.23,1.0,59.58,43.041653
4422,84.78,0.4,1.0,17.24,42.823357
4423,88.79,0.29,1.0,66.31,52.48388
4424,84.78,0.26,1.5,14.45,25.080519
4425,53.44,0.52,1.0,19.83,65.85313
4426,191.95,0.52,1.0,13.54,62.544357
4427,119.69,0.52,1.5,40.11,77.65128
4428,115.17,0.23,1.0,38.102,32.232327
4429,106.88,0.4,0.5,18.4,42.31965
4430,119.69,0.52,0.5,13.23,61.36872
4431,191.95,0.32,1.0,51.22,48.436607
4432,119.69,0.4,0.5,70.09,68.14911
4433,178.13,0.29,1.0,51.19,44.86133
4434,129.12,0.16,1.5,14.52,16.845535
4435,53.44,0.23,1.0,12.6,19.563608
4436,119.69,0.4,1.5,53.498999999999995,62.68813
4437,199.49,0.06,0.5,51.19,27.975836
4438,57.95,0.32,0.5,24.881999999999998,34.333336
4439,129.12,0.26,0.5,53.44,41.71841
4440,88.79,0.29,0.5,10.78,23.636301
4441,75.7,0.26,0.5,50.41,40.23809
4442,119.69,0.23,1.0,51.152,38.754807
4443,191.95,0.32,0.5,13.54,28.541746
4444,81.58,0.2,1.0,54.13,37.751247
4445,178.13,0.2,1.0,16.8,18.998764
4446,88.79,0.2,1.0,50.41,35.884342
4447,88.79,0.06,0.5,51.18,28.04608
4448,59.85,0.06,1.0,13.45,10.310982
4449,75.7,0.2,1.0,19.83,20.591972
4450,53.44,0.26,1.0,38.102,35.214905
4451,81.58,0.29,1.5,14.52,28.344976
4452,191.95,0.16,1.5,13.12,16.102219
4453,84.78,0.26,1.0,77.2,54.699852
4454,88.79,0.26,1.0,75.52,53.85701
4455,199.49,0.4,0.5,19.83,42.973007
4456,178.13,0.16,1.0,62.83,39.207066
4457,88.79,0.29,1.0,17.24,27.937971
4458,119.69,0.29,1.0,28.66,33.630043
4459,84.78,0.29,1.5,56.95,49.56867
4460,75.7,0.2,0.5,19.958,19.585625
4461,129.12,0.23,1.5,53.48,41.67766
4462,81.58,0.16,0.5,53.48,33.527657
4463,191.95,0.52,1.5,62.83,88.96921
4464,59.85,0.29,0.5,51.22,43.918762
4465,115.17,0.23,0.5,63.36,43.793175
4466,119.69,0.06,0.5,62.68,33.77051
4467,88.79,0.23,1.0,52.28,39.340786
4468,53.44,0.16,1.0,54.26,35.048187
4469,84.78,0.26,0.5,52.28,41.167366
4470,119.69,0.16,1.5,77.2,48.195686
4471,115.17,0.06,1.5,18.4,14.463875
4472,119.69,0.06,0.5,12.6,8.752722
4473,178.13,0.16,1.5,16.23,17.667086
4474,75.7,0.52,1.0,64.54,88.146805
4475,178.13,0.06,0.5,11.86,8.344004
4476,88.79,0.29,0.5,77.2,56.86165
4477,129.12,0.52,0.5,75.52,92.52614
4478,75.44,0.52,1.5,17.32,66.279785
4479,88.79,0.26,1.0,39.78,35.9826
4480,88.79,0.32,1.5,61.89,55.599983
4481,191.95,0.4,0.5,54.13,60.12334
4482,53.44,0.06,1.5,13.45,12.07604
4483,59.85,0.29,0.5,53.5,45.059742
4484,199.49,0.16,1.0,11.86,13.708578
4485,59.85,0.32,0.5,53.44,48.60036
4486,115.17,0.16,1.5,17.24,18.215445
4487,191.95,0.32,1.0,51.19,48.42162
4488,59.85,0.06,0.5,54.26,29.621912
4489,57.95,0.2,1.0,63.88,42.68161
4490,191.95,0.23,1.0,8.751,17.49884
4491,115.17,0.52,0.5,53.498999999999995,81.51851
4492,75.44,0.06,0.5,13.12,9.0420885
4493,75.7,0.32,1.0,77.2,61.510693
4494,57.95,0.52,1.5,51.19,83.29805
4495,199.49,0.16,1.0,8.751,12.140673
4496,53.44,0.2,1.0,62.83,42.174263
4497,84.78,0.26,1.5,77.2,56.466045
4498,199.49,0.16,0.5,14.51,13.961477
4499,53.44,0.06,1.5,39.78,25.26676
4500,59.85,0.4,0.5,16.8,41.586784
4501,115.17,0.29,1.0,18.4,28.500751
4502,119.69,0.52,1.5,61.89,88.548584
4503,75.44,0.4,1.5,55.998999999999995,63.967434
4504,75.44,0.52,0.5,53.48,81.5412
4505,84.78,0.26,1.0,13.44,22.810919
4506,84.78,0.2,1.5,13.45,19.15807
4507,119.69,0.32,1.5,51.19,50.231716
4508,191.95,0.52,1.5,75.52,95.31847
4509,106.88,0.16,1.5,54.13,36.67062
4510,81.58,0.52,1.5,13.12,64.17341
4511,129.12,0.4,1.5,17.24,44.556084
4512,75.44,0.23,1.5,50.41,40.180717
4513,178.13,0.16,1.5,44.4,31.75551
4514,75.7,0.2,1.0,51.19,36.284496
4515,81.58,0.2,1.5,41.28,33.087517
4516,81.58,0.26,1.5,38.102,36.91305
4517,129.12,0.52,1.0,41.28,76.465675
4518,81.58,0.52,1.5,59.58,87.41901
4519,53.44,0.29,1.5,9.497,25.900019
4520,75.44,0.4,1.0,75.52,71.96161
4521,106.88,0.52,1.0,13.45,62.557446
4522,106.88,0.26,1.5,16.8,26.241459
4523,178.13,0.4,0.5,54.11,60.122513
4524,81.58,0.2,0.5,51.2,35.21468
4525,59.85,0.06,0.5,17.32,11.173954
4526,178.13,0.4,1.5,61.89,66.843735
4527,84.78,0.4,1.0,56.63,62.512985
4528,57.95,0.4,1.5,16.23,44.14291
4529,75.44,0.4,1.0,53.48,60.94461
4530,199.49,0.2,1.5,10.94,17.815237
4531,199.49,0.06,0.5,62.68,33.716312
4532,75.44,0.23,0.5,17.32,20.797464
4533,75.7,0.52,1.5,52.28,83.77714
4534,106.88,0.2,1.5,10.78,17.805202
4535,178.13,0.16,1.5,13.44,16.27175
4536,75.44,0.4,1.5,14.52,43.23222
4537,191.95,0.26,1.0,54.26,43.15668
4538,59.85,0.23,0.5,75.52,49.944878
4539,88.79,0.26,1.5,59.378,47.54961
4540,115.17,0.32,1.5,13.54,31.422026
4541,75.44,0.23,0.5,53.48,38.880833
4542,88.79,0.52,1.5,39.78,77.507416
4543,178.13,0.23,1.5,16.8,23.298372
4544,84.78,0.2,1.0,51.152,36.25866
4545,191.95,0.2,0.5,12.09,15.565161
4546,106.88,0.52,0.5,59.378,84.46545
4547,75.7,0.29,1.0,42.96,40.812363
4548,115.17,0.32,0.5,64.54,54.07421
4549,57.95,0.52,1.5,28.66,72.02124
4550,129.12,0.26,1.0,66.31,49.224407
4551,75.7,0.52,1.0,8.809,60.256844
4552,119.69,0.4,1.0,55.72,62.034958
4553,88.79,0.2,1.0,12.09,16.709042
4554,53.44,0.32,0.5,57.4,50.60444
4555,53.44,0.32,1.5,14.52,32.003807
4556,119.69,0.26,1.5,11.86,23.761848
4557,178.13,0.2,1.5,16.8,20.763926
4558,199.49,0.2,0.5,8.751,13.884607
4559,119.69,0.32,1.5,15.6,32.44834
4560,199.49,0.29,1.0,24.881999999999998,31.687336
4561,199.49,0.52,0.5,13.453,61.42578
4562,75.44,0.23,0.5,53.44,38.860832
4563,88.79,0.26,1.5,13.453,24.57914
4564,119.69,0.29,0.5,59.58,48.027267
4565,88.79,0.16,0.5,66.31,39.938877
4566,59.85,0.2,0.5,51.5,35.405285
4567,75.44,0.23,1.5,19.96,24.952223
4568,53.44,0.16,1.5,14.45,16.89779
4569,88.79,0.2,1.0,51.18,36.269653
4570,115.17,0.52,1.0,17.24,64.44794
4571,178.13,0.16,1.0,56.63,36.106518
4572,199.49,0.4,0.5,13.23,39.67391
4573,75.7,0.23,1.5,14.52,22.231192
4574,199.49,0.29,1.0,38.102,38.300278
4575,57.95,0.32,1.5,14.34,31.896416
4576,53.44,0.06,1.0,19.83,13.532135
4577,84.78,0.26,0.5,62.19,46.12359
4578,115.17,0.26,0.5,53.44,41.727562
4579,178.13,0.4,1.5,14.45,43.128635
4580,81.58,0.29,1.0,77.2,57.93608
4581,53.44,0.16,0.5,16.8,15.252361
4582,199.49,0.06,1.0,16.23,11.575603
4583,75.7,0.29,0.5,54.11,45.320198
4584,53.44,0.16,1.5,51.5,35.434578
4585,191.95,0.16,1.5,8.809,13.928631
4586,57.95,0.52,0.5,51.152,80.44148
4587,75.7,0.26,0.5,51.19,40.62819
4588,191.95,0.4,1.5,51.22,61.500607
4589,115.17,0.16,1.5,64.54,41.870865
4590,59.85,0.4,1.5,13.45,42.745388
4591,199.49,0.52,1.5,53.498999999999995,84.2954
4592,119.69,0.4,0.5,13.12,39.671867
4593,88.79,0.52,1.0,51.152,81.43222
4594,129.12,0.06,0.5,77.2,41.014946
4595,115.17,0.16,0.5,66.31,39.920883
4596,75.7,0.06,1.5,28.3,19.464006
4597,191.95,0.23,1.0,28.66,27.455776
4598,88.79,0.26,1.5,13.12,24.412561
4599,88.79,0.26,1.0,13.23,22.703245
4600,59.85,0.32,1.5,63.88,56.65294
4601,57.95,0.4,0.5,9.497,37.942116
4602,53.44,0.26,1.0,41.28,36.804928
4603,106.88,0.4,1.5,41.28,56.588455
4604,57.95,0.16,1.5,75.52,47.43227
4605,106.88,0.06,1.5,52.28,31.426846
4606,106.88,0.23,1.5,51.2,40.55334
4607,53.44,0.26,1.0,56.63,44.484837
4608,53.44,0.52,1.0,63.36,87.63951
4609,57.95,0.26,0.5,54.13,42.145992
4610,53.44,0.29,1.0,51.19,45.000454
4611,53.44,0.06,1.5,61.89,36.320396
4612,106.88,0.52,1.5,13.23,64.21105
4613,129.12,0.06,1.5,63.36,36.945404
4614,191.95,0.29,1.0,56.95,47.73345
4615,88.79,0.16,1.5,59.58,39.4087
4616,129.12,0.29,1.0,12.09,25.334757
4617,57.95,0.52,1.5,28.66,72.02124
4618,75.7,0.26,0.5,17.99,24.023212
4619,178.13,0.52,1.5,10.94,63.016296
4620,191.95,0.2,1.5,13.29,18.996958
4621,119.69,0.2,0.5,63.36,41.270576
4622,191.95,0.4,1.5,53.44,62.610374
4623,115.17,0.32,1.0,13.54,29.660952
4624,84.78,0.2,1.5,62.19,43.548504
4625,59.85,0.16,0.5,41.28,27.45892
4626,59.85,0.23,1.5,39.78,34.903244
4627,178.13,0.52,1.5,13.23,64.16206
4628,75.44,0.4,1.0,62.68,65.54336
4629,129.12,0.32,1.5,55.72,52.48896
4630,115.17,0.23,0.5,51.152,37.688534
4631,191.95,0.2,1.0,54.13,37.668285
4632,75.44,0.52,0.5,51.152,80.376045
4633,115.17,0.16,0.5,53.498999999999995,33.514244
4634,106.88,0.29,0.5,62.83,49.661484
4635,84.78,0.29,1.5,63.36,52.775303
4636,57.95,0.16,1.5,16.23,17.770876
4637,106.88,0.52,1.0,54.13,82.909775
4638,199.49,0.26,1.5,63.36,49.468086
4639,199.49,0.4,1.5,16.23,44.00418
4640,191.95,0.26,1.0,8.809,20.42415
4641,53.44,0.26,0.5,11.79,20.978447
4642,88.79,0.32,1.5,51.2,50.257305
4643,75.7,0.26,0.5,42.96,36.512173
4644,199.49,0.23,1.0,12.6,19.418459
4645,178.13,0.16,0.5,12.6,13.020632
4646,129.12,0.26,0.5,38.102,34.047516
4647,75.44,0.52,1.0,63.88,87.817444
4648,75.7,0.26,1.5,28.66,32.19446
4649,178.13,0.23,1.5,53.5,41.65268
4650,191.95,0.29,1.0,28.66,33.58217
4651,191.95,0.23,1.5,12.6,21.187849
4652,75.44,0.23,1.5,52.28,41.11588
4653,106.88,0.16,1.0,8.751,12.201755
4654,59.85,0.52,0.5,52.28,80.998924
4655,84.78,0.2,0.5,51.2,35.212273
4656,81.58,0.23,0.5,8.809,16.536564
4657,191.95,0.4,1.5,70.09,70.93366
4658,81.58,0.4,1.0,24.881999999999998,46.645443
4659,115.17,0.23,0.5,50.41,37.317493
4660,75.7,0.4,0.5,51.152,58.711876
4661,106.88,0.32,1.5,75.52,62.417175
4662,59.85,0.23,1.0,53.498999999999995,39.99961
4663,84.78,0.52,0.5,8.751,59.15172
4664,115.17,0.52,1.0,61.89,86.78645
4665,88.79,0.06,1.5,9.497,10.054302
4666,81.58,0.06,1.5,19.958,15.26412
4667,191.95,0.23,1.5,13.453,21.614481
4668,84.78,0.32,1.5,16.23,32.786392
4669,129.12,0.4,1.0,12.6,40.474567
4670,84.78,0.52,1.5,53.48,84.36476
4671,81.58,0.52,0.5,14.51,62.03514
4672,129.12,0.2,0.5,51.2,35.178944
4673,53.44,0.06,1.5,51.22,30.987688
4674,75.7,0.06,0.5,17.32,11.136646
4675,57.95,0.26,1.0,51.19,41.745766
4676,115.17,0.2,1.5,8.809,16.812582
4677,75.7,0.2,1.5,51.19,38.05125
4678,81.58,0.2,1.0,53.48,37.425987
4679,88.79,0.2,0.5,13.54,16.36422
4680,57.95,0.16,1.0,53.498999999999995,34.65001
4681,178.13,0.29,1.0,42.96,40.744507
4682,178.13,0.52,0.5,55.72,82.58668
4683,59.85,0.29,1.5,55.998999999999995,49.146984
4684,81.58,0.32,1.0,38.102,41.955353
4685,106.88,0.52,1.0,19.958,65.813416
4686,57.95,0.06,1.5,13.23,11.940643
4687,106.88,0.26,1.5,13.12,24.400606
4688,75.44,0.52,0.5,38.102,73.844635
4689,119.69,0.2,1.5,42.96,33.899426
4690,191.95,0.26,1.0,77.2,54.629505
4691,129.12,0.29,1.5,11.79,26.947447
4692,199.49,0.52,1.5,19.96,67.51463
4693,84.78,0.4,1.0,15.6,42.00358
4694,84.78,0.23,1.5,12.6,21.264406
4695,129.12,0.06,1.0,53.498999999999995,30.246187
4696,84.78,0.29,0.5,11.86,24.179277
4697,53.44,0.4,1.0,56.95,62.7588
4698,75.7,0.29,0.5,24.881999999999998,30.699697
4699,81.58,0.32,0.5,12.6,28.145111
4700,84.78,0.06,1.0,13.44,10.261917
4701,84.78,0.23,1.0,38.102,32.253887
4702,59.85,0.16,0.5,13.23,13.436277
4703,178.13,0.2,1.0,52.28,36.752937
4704,88.79,0.52,0.5,16.8,63.175907
4705,178.13,0.29,1.5,50.41,46.234737
4706,53.44,0.16,1.0,64.54,40.19112
4707,84.78,0.32,1.0,38.102,41.953236
4708,75.7,0.16,0.5,40.11,26.845482
4709,75.7,0.4,1.0,13.453,40.936394
4710,88.79,0.52,1.0,40.11,75.907875
4711,84.78,0.16,1.5,15.6,17.416113
4712,119.69,0.23,0.5,11.79,18.000374
4713,59.85,0.4,0.5,13.44,39.906593
4714,178.13,0.32,1.5,19.96,34.587986
4715,53.44,0.4,1.0,28.66,48.612137
4716,199.49,0.26,0.5,51.5,40.70198
4717,106.88,0.2,1.0,12.09,16.695442
4718,59.85,0.06,0.5,14.45,9.741276
4719,178.13,0.23,1.0,54.11,40.19251
4720,53.44,0.16,1.0,57.4,36.619087
4721,81.58,0.2,1.0,10.78,16.058937
4722,191.95,0.52,1.5,62.19,88.649
4723,75.7,0.16,0.5,56.95,35.26698
4724,115.17,0.32,0.5,51.22,47.419006
4725,81.58,0.4,1.0,15.6,42.005703
4726,75.7,0.26,1.5,54.13,44.933445
4727,59.85,0.26,0.5,8.751,19.433125
4728,84.78,0.16,1.5,16.23,17.73119
4729,199.49,0.23,1.5,11.79,20.777334
4730,84.78,0.23,1.5,13.453,21.69104
4731,191.95,0.52,1.0,14.34,62.94461
4732,106.88,0.4,0.5,50.41,58.32029
4733,88.79,0.29,1.5,62.68,52.432457
4734,191.95,0.26,1.0,12.6,22.320402
4735,84.78,0.4,1.5,12.09,42.01123
4736,84.78,0.32,1.0,19.958,32.887756
4737,191.95,0.29,1.5,70.09,56.070538
4738,199.49,0.06,1.5,50.41,30.428932
4739,106.88,0.23,1.5,53.48,41.693535
4740,59.85,0.29,1.5,63.36,52.830875
4741,81.58,0.2,0.5,51.22,35.224686
4742,119.69,0.52,1.0,62.68,87.17861
4743,75.7,0.4,1.5,39.78,55.859432
4744,129.12,0.29,1.5,61.89,52.01036
4745,75.44,0.52,0.5,17.32,63.445187
4746,191.95,0.4,1.5,18.4,45.093994
4747,199.49,0.2,0.5,39.78,29.411486
4748,119.69,0.16,0.5,51.22,32.371464
4749,199.49,0.23,1.5,54.11,41.942486
4750,75.7,0.16,1.0,62.68,39.20193
4751,75.44,0.52,0.5,56.95,83.27789
4752,199.49,0.16,0.5,54.26,33.837288
4753,59.85,0.29,0.5,50.41,43.513416
4754,84.78,0.2,0.5,51.22,35.222282
4755,88.79,0.16,0.5,51.152,32.358536
4756,75.44,0.26,1.5,42.96,39.34687
4757,84.78,0.23,0.5,19.96,22.111155
4758,57.95,0.2,0.5,14.51,16.895695
4759,191.95,0.2,1.0,12.09,16.631495
4760,191.95,0.4,1.5,54.26,63.02029
4761,57.95,0.32,1.0,59.58,52.7464
4762,75.44,0.4,0.5,8.751,37.51732
4763,88.79,0.32,1.5,24.881999999999998,37.106895
4764,81.58,0.06,1.5,54.11,32.35844
4765,191.95,0.06,0.5,41.28,23.028698
4766,75.44,0.06,1.0,39.78,23.426958
4767,53.44,0.4,1.0,59.58,64.073944
4768,59.85,0.32,0.5,64.54,54.148556
4769,75.44,0.52,1.0,55.998999999999995,83.87308
4770,178.13,0.06,1.5,44.4,27.440002
4771,81.58,0.4,1.5,53.48,62.704094
4772,199.49,0.29,0.5,63.88,50.125355
4773,106.88,0.23,0.5,57.4,40.81874
4774,129.12,0.23,0.5,13.54,18.868895
4775,81.58,0.4,0.5,53.44,59.85166
4776,115.17,0.4,1.0,59.378,63.866455
4777,119.69,0.26,1.0,8.751,20.442572
4778,53.44,0.06,1.0,55.72,31.460835
4779,129.12,0.26,1.0,39.78,35.95613
4780,199.49,0.16,1.5,39.78,29.430279
4781,75.44,0.4,0.5,9.497,37.890217
4782,81.58,0.26,1.0,59.58,45.88978
4783,81.58,0.52,0.5,54.11,81.84713
4784,88.79,0.2,1.0,51.19,36.27466
4785,75.7,0.23,1.5,53.48,41.715797
4786,57.95,0.06,1.5,51.22,30.960897
4787,106.88,0.23,1.0,13.29,19.829285
4788,81.58,0.16,1.5,9.497,14.341139
4789,191.95,0.4,1.5,13.29,42.53952
4790,59.85,0.4,1.5,59.58,65.8146
4791,59.85,0.06,1.0,53.498999999999995,30.312181
4792,178.13,0.06,0.5,13.23,9.0272875
4793,75.7,0.2,1.5,19.83,22.357695
4794,75.7,0.16,1.0,10.78,13.251875
4795,59.85,0.23,1.5,44.4,37.21457
4796,59.85,0.16,1.5,56.63,37.976364
4797,59.85,0.16,1.5,13.45,16.372625
4798,129.12,0.29,0.5,8.751,22.59447
4799,84.78,0.32,1.5,19.83,34.585217
4800,53.44,0.23,1.5,11.79,20.924314
4801,129.12,0.52,0.5,41.28,75.395775
4802,129.12,0.2,0.5,40.11,29.62951
4803,59.85,0.29,0.5,13.29,24.937128
4804,119.69,0.29,0.5,54.26,45.36608
4805,59.85,0.52,0.5,16.8,63.241493
4806,178.13,0.32,0.5,53.48,48.506535
4807,75.44,0.06,1.0,51.19,29.128809
4808,199.49,0.06,1.0,10.94,8.937235
4809,199.49,0.32,1.5,13.453,31.322382
4810,75.7,0.26,1.0,19.83,26.013147
4811,81.58,0.26,1.0,10.78,21.48249
4812,115.17,0.4,1.5,19.83,45.860134
4813,75.44,0.06,0.5,57.4,31.163437
4814,106.88,0.26,0.5,63.36,46.69422
4815,75.7,0.52,0.5,51.22,80.4091
4816,106.88,0.32,1.5,53.498999999999995,51.393997
4817,88.79,0.2,1.0,10.78,16.053516
4818,53.44,0.23,1.5,55.998999999999995,43.042915
4819,84.78,0.23,1.5,51.5,40.719143
4820,178.13,0.06,1.5,53.498999999999995,31.987282
4821,84.78,0.52,1.5,11.79,63.505768
4822,199.49,0.26,1.0,14.51,23.270834
4823,53.44,0.29,1.5,28.66,35.490593
4824,129.12,0.26,1.0,12.09,22.106544
4825,115.17,0.29,1.5,54.13,48.13768
4826,81.58,0.52,1.0,62.68,87.20464
4827,129.12,0.16,0.5,40.11,26.809038
4828,75.7,0.29,1.5,54.11,48.154007
4829,75.44,0.23,1.0,38.102,32.260513
4830,81.58,0.32,1.5,62.68,56.00016
4831,88.79,0.29,1.5,55.72,48.950684
4832,81.58,0.23,1.5,19.83,24.882818
4833,129.12,0.29,1.0,66.31,52.45716
4834,57.95,0.16,1.5,15.6,17.455673
4835,115.17,0.52,0.5,63.36,86.45199
4836,84.78,0.26,0.5,56.63,43.342903
4837,75.7,0.29,1.5,13.453,27.815126
4838,84.78,0.06,0.5,57.4,31.157084
4839,199.49,0.23,1.0,54.11,40.17736
4840,53.44,0.06,1.5,12.6,11.651703
4841,81.58,0.29,1.0,51.152,44.906292
4842,119.69,0.29,1.0,14.34,26.466667
4843,75.7,0.52,0.5,19.83,64.700775
4844,88.79,0.2,0.5,28.3,23.750113
4845,119.69,0.2,1.5,62.83,43.842354
4846,57.95,0.29,1.5,51.5,46.903034
4847,119.69,0.4,1.0,15.6,41.980415
4848,199.49,0.32,0.5,10.94,27.237692
4849,57.95,0.06,1.0,9.497,8.350896
4850,106.88,0.06,1.5,12.09,11.321383
4851,191.95,0.2,0.5,13.44,16.236633
4852,59.85,0.16,1.5,14.34,16.817911
4853,199.49,0.4,1.5,13.45,42.61447
4854,129.12,0.23,1.0,59.378,42.86155
4855,129.12,0.29,0.5,15.6,26.020985
4856,57.95,0.26,1.0,42.96,37.62814
4857,106.88,0.2,0.5,54.11,36.651825
4858,199.49,0.29,1.5,41.28,41.653168
4859,115.17,0.4,1.0,53.44,60.898262
4860,84.78,0.23,1.0,51.19,38.798573
4861,191.95,0.23,1.0,51.2,38.72756
4862,59.85,0.23,0.5,61.89,43.12642
4863,106.88,0.32,1.0,44.4,45.08535
4864,115.17,0.16,1.5,17.32,18.255453
4865,75.44,0.4,1.0,11.79,40.105293
4866,75.7,0.32,0.5,40.11,41.89412
4867,88.79,0.32,1.5,17.24,33.28839
4868,119.69,0.52,0.5,51.5,80.51531
4869,115.17,0.06,1.5,17.32,13.925047
4870,178.13,0.23,0.5,66.31,45.223663
4871,75.44,0.29,0.5,51.18,43.854713
4872,178.13,0.23,0.5,54.11,39.123028
4873,178.13,0.06,1.0,54.26,30.593157
4874,75.44,0.52,1.5,11.86,63.547215
4875,81.58,0.2,1.0,28.3,24.825935
4876,57.95,0.06,0.5,19.958,12.501583
4877,75.44,0.4,1.0,41.28,54.846275
4878,53.44,0.29,1.5,16.23,29.26986
4879,75.44,0.23,1.5,12.6,21.27108
4880,178.13,0.26,0.5,13.54,21.73009
4881,88.79,0.16,1.5,61.89,40.563984
4882,178.13,0.26,0.5,11.79,20.85474
4883,59.85,0.52,1.0,10.78,61.299694
4884,119.69,0.16,0.5,14.45,13.983852
4885,75.44,0.16,1.5,13.54,16.392277
4886,106.88,0.4,0.5,17.24,41.739803
4887,53.44,0.4,1.0,63.88,66.2242
4888,81.58,0.06,1.5,64.54,37.567204
