Id,V,F,D,G,Ra
29705,106.88,0.29,1,19.83,29.2104447
29706,75.44,0.2,1,56.95,39.1658375
29707,129.12,0.2,0.5,51.2,35.16616861
29708,129.12,0.23,1.5,53.48,41.66753641
29709,191.95,0.52,0.5,14.52,61.95921817
29710,59.85,0.23,1,54.26,40.38376621
29711,119.69,0.52,0.5,13.23,61.34567044
29712,199.49,0.32,1,19.96,32.81880965
29713,84.78,0.26,1,14.52,23.34583418
29714,129.12,0.23,1.5,54.13,41.99253641
29715,178.13,0.26,0.5,18.4,24.15446005
29716,57.95,0.29,0.5,28.66,32.63488382
29717,84.78,0.32,1.5,56.63,52.98504142
29718,81.58,0.52,0.5,11.86,60.69970033
29719,75.7,0.16,1.5,63.88,41.57138947
29720,106.88,0.32,0.5,75.52,59.57268414
29721,106.88,0.16,0.5,44.4,28.95988414
29722,115.17,0.16,1.5,28.3,23.73611724
29723,81.58,0.4,1,66.31,67.35586089
29724,75.44,0.16,0.5,50.41,32.00387694
29725,81.58,0.16,0.5,40.11,26.84390033
29726,84.78,0.23,1,59.58,42.99463418
29727,119.69,0.2,0.5,12.6,15.87227044
29728,57.95,0.32,1.5,61.89,55.66965162
29729,191.95,0.2,1,17.99,19.60537873
29730,84.78,0.32,0.5,24.882,34.27807362
29731,88.79,0.29,1,54.26,46.44450712
29732,57.95,0.32,1.5,53.48,51.46465162
29733,115.17,0.4,1,19.958,44.14411
29734,119.69,0.16,1,15.6,15.619431
29735,75.44,0.2,1.5,51.2,38.05424474
29736,178.13,0.52,1.5,14.45,64.76122785
29737,53.44,0.29,1,56.63,47.70400758
29738,129.12,0.4,1.5,38.102,54.97013641
29739,129.12,0.23,1.5,19.96,24.90753641
29740,115.17,0.16,1,24.882,20.26371
29741,88.79,0.16,1,62.19,38.94350712
29742,57.95,0.29,1.5,12.09,27.18285162
29743,75.44,0.4,1.5,39.78,55.86424474
29744,178.13,0.32,1.5,53.44,51.32822785
29745,81.58,0.2,0.5,10.94,15.08130033
29746,119.69,0.06,1.5,53.5,32.02083824
29747,53.44,0.4,1,53.5,61.01540758
29748,106.88,0.26,1,8.751,20.4369447
29749,75.7,0.29,0.5,13.29,24.90942167
29750,106.88,0.29,1,17.32,27.9554447
29751,178.13,0.4,1.5,44.4,58.09782785
29752,88.79,0.32,1,13.453,29.62780712
29753,75.7,0.16,1,75.52,45.62798222
29754,129.12,0.29,1,51.5,45.02932916
29755,119.69,0.26,1.5,57.4,46.51483824
29756,57.95,0.16,0.5,13.453,13.56538382
29757,129.12,0.52,1,8.751,60.16962916
29758,119.69,0.16,0.5,13.23,13.36487044
29759,191.95,0.4,1,13.23,40.74537873
29760,75.7,0.23,1,13.29,19.86378222
29761,106.88,0.2,1,12.09,16.6968447
29762,119.69,0.23,0.5,10.78,17.49067044
29763,106.88,0.29,1.5,51.5,46.80885194
29764,178.13,0.52,0.5,62.83,86.11826005
29765,75.44,0.32,0.5,17.99,30.84667694
29766,106.88,0.26,1.5,53.5,44.57485194
29767,106.88,0.32,0.5,51.5,47.56268414
29768,57.95,0.23,1,11.86,19.18924438
29769,119.69,0.29,1,17.32,27.945431
29770,53.44,0.29,1.5,15.6,28.95241482
29771,84.78,0.23,0.5,53.5,38.88507362
29772,53.44,0.16,1,44.4,30.12300758
29773,106.88,0.26,1,14.45,23.2864447
29774,75.7,0.29,1,62.19,50.42898222
29775,115.17,0.52,1.5,54.26,84.69691724
29776,53.44,0.52,1,14.34,63.07380758
29777,75.44,0.52,0.5,50.41,79.98467694
29778,59.85,0.06,0.5,17.32,11.18140565
29779,57.95,0.29,1.5,53.44,47.85785162
29780,81.58,0.23,0.5,52.28,38.27970033
29781,75.44,0.29,1,54.13,46.3994375
29782,106.88,0.32,1.5,64.54,56.91565194
29783,106.88,0.16,1,59.378,37.5184447
29784,119.69,0.16,0.5,56.95,35.22487044
29785,88.79,0.23,0.5,19.96,22.10974657
29786,178.13,0.16,1,13.44,14.5120206
29787,129.12,0.52,0.5,14.45,61.94956861
29788,81.58,0.32,1.5,51.2,50.27466813
29789,119.69,0.16,1.5,44.4,31.78283824
29790,199.49,0.32,1,16.8,31.23880965
29791,106.88,0.4,1,10.94,39.6418447
29792,199.49,0.32,1,38.102,41.88980965
29793,115.17,0.16,0.5,51.22,32.36314944
29794,59.85,0.23,1,63.36,44.93376621
29795,115.17,0.52,0.5,52.28,80.87394944
29796,199.49,0.06,0.5,50.41,27.6094491
29797,75.7,0.16,1.5,44.4,31.83138947
29798,59.85,0.06,1,15.6,11.39096621
29799,115.17,0.32,1,13.45,29.60051
29800,119.69,0.32,1,8.809,27.276731
29801,119.69,0.52,0.5,56.63,83.04567044
29802,53.44,0.32,1,13.23,29.59080758
29803,75.44,0.52,1.5,12.6,63.91264474
29804,191.95,0.2,0.5,51.2,35.14081817
29805,115.17,0.29,1.5,17.99,30.04711724
29806,115.17,0.26,1,63.36,47.73471
29807,191.95,0.16,1.5,13.44,16.27138597
29808,115.17,0.06,0.5,40.11,22.49614944
29809,119.69,0.26,1.5,9.497,22.56333824
29810,53.44,0.26,1,44.4,38.35500758
29811,59.85,0.23,1.5,70.09,50.06217345
29812,115.17,0.16,1.5,12.09,15.63111724
29813,106.88,0.16,1.5,56.95,38.06785194
29814,129.12,0.23,1.5,57.4,43.62753641
29815,81.58,0.32,1.5,11.86,30.60466813
29816,75.44,0.2,0.5,24.882,22.06227694
29817,57.95,0.32,1,28.3,37.11124438
29818,81.58,0.26,1,13.44,22.81046089
29819,115.17,0.16,0.5,63.88,38.69314944
29820,75.7,0.4,0.5,13.12,39.70082167
29821,178.13,0.29,1,41.28,39.8980206
29822,191.95,0.23,0.5,51.5,37.81921817
29823,59.85,0.29,1.5,53.44,47.85237345
29824,106.88,0.32,1.5,51.22,50.25565194
29825,115.17,0.16,0.5,66.31,39.90814944
29826,199.49,0.4,1.5,14.34,43.0618169
29827,75.7,0.32,0.5,70.09,56.89622167
29828,75.7,0.29,1.5,53.5,47.84738947
29829,53.44,0.32,1,53.499,49.72530758
29830,129.12,0.16,1.5,56.63,37.89173641
29831,59.85,0.32,1,19.83,32.87076621
29832,59.85,0.16,0.5,55.999,34.83290565
29833,59.85,0.26,1,11.86,22.06496621
29834,53.44,0.32,1,51.19,48.57080758
29835,75.44,0.32,0.5,16.8,30.25167694
29836,178.13,0.4,1.5,13.12,42.45782785
29837,88.79,0.32,1,14.52,30.16130712
29838,119.69,0.4,1.5,51.18,61.51523824
29839,75.44,0.29,1,9.497,24.0829375
29840,53.44,0.29,1,10.78,24.77900758
29841,57.95,0.23,1,18.4,22.45924438
29842,75.44,0.52,1.5,19.96,67.59264474
29843,53.44,0.16,1,77.2,46.52300758
29844,191.95,0.23,1.5,56.63,43.21718597
29845,81.58,0.4,1.5,14.45,43.18926813
29846,57.95,0.4,0.5,13.44,39.90128382
29847,199.49,0.16,0.5,54.26,33.8464491
29848,178.13,0.16,1,14.52,15.0520206
29849,59.85,0.29,1,75.52,57.12896621
29850,191.95,0.16,1,16.8,16.18797873
29851,75.7,0.32,0.5,63.88,53.79122167
29852,199.49,0.4,1,59.378,63.81740965
29853,191.95,0.16,0.5,62.68,38.05841817
29854,75.44,0.23,0.5,52.28,38.28967694
29855,178.13,0.2,0.5,8.751,13.92036005
29856,191.95,0.23,0.5,14.45,19.29421817
29857,75.7,0.06,1,40.11,23.61098222
29858,115.17,0.4,1.5,54.13,62.99351724
29859,199.49,0.16,0.5,62.68,38.0564491
29860,59.85,0.06,1.5,19.96,15.33437345
29861,81.58,0.32,1.5,66.31,57.82966813
29862,75.7,0.06,1,59.58,33.34598222
29863,88.79,0.16,1.5,62.19,40.70691437
29864,57.95,0.23,1.5,70.09,50.06765162
29865,115.17,0.16,1.5,54.26,36.71611724
29866,129.12,0.2,0.5,59.378,39.25516861
29867,129.12,0.32,0.5,14.34,28.96656861
29868,57.95,0.26,0.5,14.52,22.33088382
29869,115.17,0.29,0.5,56.95,46.69414944
29870,129.12,0.23,1,13.45,19.88912916
29871,53.44,0.06,1,13.29,10.25600758
29872,53.44,0.26,1.5,51.2,43.51841482
29873,81.58,0.23,1,10.94,18.67926089
29874,115.17,0.52,1,54.13,82.86851
29875,119.69,0.16,0.5,18.4,15.94987044
29876,81.58,0.26,1,59.378,45.77946089
29877,178.13,0.16,0.5,54.13,33.78746005
29878,75.44,0.06,1,52.28,29.6964375
29879,75.7,0.26,1.5,62.83,49.27838947
29880,119.69,0.16,1,15.6,15.619431
29881,199.49,0.29,0.5,53.5,44.9324491
29882,115.17,0.4,1.5,28.3,50.07851724
29883,106.88,0.2,1,63.36,42.3318447
29884,178.13,0.06,1.5,77.2,43.84342785
29885,178.13,0.4,1.5,11.86,41.82782785
29886,129.12,0.29,0.5,62.19,49.30476861
29887,57.95,0.06,0.5,8.751,6.902383825
29888,75.7,0.23,0.5,9.497,16.89772167
29889,53.44,0.16,0.5,19.83,16.76844702
29890,88.79,0.26,1.5,51.19,43.43891437
29891,115.17,0.29,1.5,17.24,29.67211724
29892,88.79,0.52,1.5,53.48,84.33271437
29893,75.7,0.52,1,19.83,65.76378222
29894,115.17,0.06,1.5,44.4,27.47411724
29895,115.17,0.06,1.5,63.88,37.21411724
29896,84.78,0.06,1.5,53.5,32.05524142
29897,53.44,0.29,0.5,56.95,46.79444702
29898,115.17,0.06,1.5,53.499,32.02361724
29899,115.17,0.23,1.5,15.6,22.73691724
29900,75.7,0.32,0.5,63.36,53.53122167
29901,57.95,0.23,0.5,54.11,39.24468382
29902,81.58,0.23,1,13.54,19.97926089
29903,115.17,0.26,1.5,17.24,26.43811724
29904,84.78,0.32,1.5,19.958,34.64904142
29905,178.13,0.4,0.5,75.52,70.82486005
29906,75.7,0.23,1,51.19,38.81378222
29907,75.7,0.26,1,12.6,22.39998222
29908,53.44,0.2,1.5,28.66,26.83881482
29909,199.49,0.4,1,41.28,54.76840965
29910,59.85,0.4,0.5,11.79,39.07080565
29911,75.44,0.32,1,54.26,50.0512375
29912,59.85,0.16,0.5,51.22,32.44340565
29913,75.44,0.4,0.5,64.54,65.41127694
29914,53.44,0.2,1,16.23,18.86040758
29915,129.12,0.2,1,63.36,42.31572916
29916,119.69,0.32,1,63.88,54.812231
29917,81.58,0.16,0.5,56.63,35.10390033
29918,178.13,0.06,0.5,63.88,34.35046005
29919,75.44,0.23,1.5,38.102,34.03364474
29920,178.13,0.26,1,51.18,41.6140206
29921,59.85,0.2,0.5,8.809,14.06030565
29922,57.95,0.52,1.5,53.499,84.40215162
29923,81.58,0.29,0.5,13.29,24.89990033
29924,199.49,0.23,1,63.88,45.07680965
29925,178.13,0.26,1,13.23,22.6390206
29926,84.78,0.23,1.5,55.72,42.82804142
29927,199.49,0.26,0.5,42.96,36.4284491
29928,115.17,0.26,0.5,77.2,53.58514944
29929,199.49,0.29,1,62.19,50.34700965
29930,119.69,0.29,1,53.48,46.025431
29931,178.13,0.4,0.5,17.99,42.05986005
29932,191.95,0.23,1,59.58,42.92877873
29933,84.78,0.2,0.5,54.11,36.66167362
29934,115.17,0.06,1,56.95,31.98571
29935,88.79,0.52,1.5,54.11,84.64771437
29936,53.44,0.26,1,66.31,49.31000758
29937,75.44,0.52,1.5,59.378,87.30164474
29938,84.78,0.2,1.5,19.96,22.41964142
29939,178.13,0.4,0.5,62.19,64.15986005
29940,81.58,0.4,1,54.26,61.33086089
29941,178.13,0.29,0.5,55.999,46.18796005
29942,59.85,0.06,1.5,51.152,30.93037345
29943,129.12,0.06,1.5,24.882,17.70573641
29944,84.78,0.4,1.5,8.809,40.36414142
29945,81.58,0.2,1.5,52.28,38.58426813
29946,84.78,0.06,1,55.72,31.40183418
29947,191.95,0.16,0.5,17.99,15.71341817
29948,106.88,0.16,0.5,53.48,33.49988414
29949,119.69,0.32,0.5,53.48,48.54267044
29950,191.95,0.06,0.5,54.11,29.46141817
29951,53.44,0.06,0.5,19.958,12.52044702
29952,81.58,0.06,0.5,53.48,29.21690033
29953,106.88,0.2,0.5,16.8,17.98228414
29954,115.17,0.29,1.5,12.09,27.09711724
29955,106.88,0.4,1.5,10.94,41.40525194
29956,119.69,0.4,0.5,62.83,64.50727044
29957,81.58,0.52,1,9.497,60.58776089
29958,178.13,0.29,1,59.378,48.9470206
29959,59.85,0.06,0.5,62.19,33.61640565
29960,57.95,0.29,1.5,62.19,52.23285162
29961,115.17,0.23,1.5,63.88,46.87691724
29962,191.95,0.26,1.5,24.882,30.22438597
29963,178.13,0.52,1.5,13.453,64.26272785
29964,88.79,0.23,1.5,10.94,20.43271437
29965,119.69,0.16,1,24.882,20.260431
29966,53.44,0.32,0.5,52.28,48.04624702
29967,191.95,0.29,1.5,55.72,48.87738597
29968,191.95,0.52,1,62.19,86.86377873
29969,178.13,0.26,0.5,8.809,19.35896005
29970,119.69,0.2,1,19.83,20.556831
29971,84.78,0.06,1.5,62.83,36.72024142
29972,53.44,0.29,1,55.72,47.24900758
29973,115.17,0.52,0.5,51.2,80.33394944
29974,57.95,0.52,0.5,13.29,61.46468382
29975,178.13,0.16,1,17.24,16.4120206
29976,191.95,0.16,1,51.152,33.36397873
29977,81.58,0.06,1,51.5,29.29646089
29978,119.69,0.23,0.5,63.36,43.78067044
29979,106.88,0.06,0.5,59.378,32.13688414
29980,88.79,0.2,1,55.999,38.67040712
29981,75.44,0.29,1.5,62.83,52.51284474
29982,53.44,0.29,1,17.99,28.38400758
29983,57.95,0.26,1,61.89,47.08544438
29984,178.13,0.16,1,59.58,37.5820206
29985,115.17,0.16,1.5,53.499,36.33561724
29986,119.69,0.06,0.5,14.51,9.692870439
29987,57.95,0.32,1,56.63,51.27624438
29988,115.17,0.2,1,64.54,42.91511
29989,88.79,0.26,1.5,56.63,46.15891437
29990,106.88,0.26,1,54.26,43.1914447
29991,199.49,0.52,1.5,8.809,61.9347169
29992,88.79,0.4,0.5,19.96,43.10134657
29993,199.49,0.16,1.5,14.52,16.8094169
29994,84.78,0.32,0.5,17.99,30.83207362
29995,59.85,0.23,0.5,59.58,41.97420565
29996,129.12,0.29,1.5,13.29,27.68773641
29997,119.69,0.29,0.5,51.2,43.81587044
29998,75.44,0.06,1.5,63.88,37.25984474
29999,81.58,0.23,0.5,53.48,38.87970033
30000,81.58,0.2,1.5,63.36,44.12426813
30001,53.44,0.26,0.5,39.78,34.97544702
30002,75.7,0.23,1.5,18.4,24.18218947
30003,57.95,0.26,1.5,53.44,44.62385162
30004,119.69,0.52,1,15.6,63.600231
30005,59.85,0.16,1.5,11.86,15.59637345
30006,88.79,0.23,1,12.09,19.24430712
30007,115.17,0.26,0.5,40.11,35.04014944
30008,88.79,0.26,1.5,55.999,45.84341437
30009,84.78,0.4,0.5,51.18,58.71667362
30010,178.13,0.29,1,55.72,47.1180206
30011,81.58,0.06,1,19.958,13.52546089
30012,199.49,0.32,1.5,56.63,52.9172169
30013,106.88,0.52,0.5,13.54,61.51068414
30014,75.44,0.52,1,63.36,87.5292375
30015,178.13,0.4,1.5,19.96,45.87782785
30016,53.44,0.06,0.5,53.5,29.29144702
30017,119.69,0.16,0.5,39.78,26.63987044
30018,59.85,0.16,1.5,63.88,41.60637345
30019,59.85,0.52,0.5,51.5,80.56420565
30020,57.95,0.32,0.5,18.4,31.09168382
30021,75.7,0.26,1,17.32,24.75998222
30022,81.58,0.23,0.5,59.58,41.92970033
30023,75.7,0.32,1,10.78,28.31078222
30024,84.78,0.52,1,13.453,62.56113418
30025,84.78,0.06,0.5,13.29,9.117273618
30026,59.85,0.32,1,59.58,52.74576621
30027,57.95,0.16,1.5,51.19,35.26685162
30028,75.44,0.52,1,61.89,86.7942375
30029,75.7,0.16,0.5,40.11,26.85342167
30030,129.12,0.16,1.5,66.31,42.73173641
30031,81.58,0.29,0.5,59.378,47.94390033
30032,199.49,0.52,1.5,11.79,63.4252169
30033,88.79,0.26,0.5,55.72,42.87094657
30034,178.13,0.52,1,51.5,81.5228206
30035,53.44,0.16,1.5,59.378,39.37541482
30036,199.49,0.2,1.5,52.28,38.5118169
30037,75.7,0.4,1,13.29,40.85538222
30038,84.78,0.32,1,19.96,32.88663418
30039,191.95,0.4,1,13.54,40.90037873
30040,106.88,0.29,1,41.28,39.9354447
30041,84.78,0.2,0.5,19.83,19.52167362
30042,81.58,0.2,0.5,42.96,31.09130033
30043,75.44,0.32,1.5,13.23,31.29964474
30044,106.88,0.16,1,53.499,34.5789447
30045,106.88,0.52,0.5,14.51,61.99568414
30046,129.12,0.2,1,63.36,42.31572916
30047,84.78,0.2,1,13.45,17.40123418
30048,84.78,0.29,0.5,61.89,49.19527362
30049,81.58,0.4,1.5,13.44,42.68426813
30050,199.49,0.23,0.5,51.152,37.6432491
30051,53.44,0.2,0.5,56.95,38.15084702
30052,129.12,0.29,1,54.26,46.40932916
30053,191.95,0.16,1.5,12.09,15.59638597
30054,75.7,0.29,1,13.44,26.05398222
30055,81.58,0.29,1,64.54,51.59446089
30056,88.79,0.06,0.5,12.6,8.766946566
30057,81.58,0.23,1.5,12.09,21.01766813
30058,199.49,0.06,0.5,13.54,9.174449097
30059,129.12,0.52,0.5,54.11,81.77956861
30060,129.12,0.29,1,16.23,27.39432916
30061,81.58,0.32,1.5,16.23,32.78966813
30062,57.95,0.23,1,12.09,19.30424438
30063,199.49,0.32,1,64.54,55.10880965
30064,119.69,0.52,1,44.4,78.000231
30065,115.17,0.4,1,14.45,41.39011
30066,199.49,0.26,1.5,63.88,49.7214169
30067,88.79,0.29,1,63.36,50.99450712
30068,57.95,0.06,0.5,55.72,30.38688382
30069,84.78,0.16,1.5,13.45,16.34224142
30070,115.17,0.4,1,16.8,42.56511
30071,59.85,0.4,1,14.52,41.50536621
30072,75.7,0.06,1.5,61.89,36.26438947
30073,191.95,0.29,1,39.78,39.14397873
30074,57.95,0.4,1.5,12.6,42.31425162
30075,88.79,0.2,0.5,51.22,35.21134657
30076,178.13,0.23,1.5,13.23,21.52122785
30077,75.44,0.32,1.5,38.102,43.73564474
30078,129.12,0.16,1.5,59.58,39.36673641
30079,53.44,0.29,1,9.497,24.13750758
30080,81.58,0.32,0.5,55.72,49.70170033
30081,84.78,0.2,1.5,8.809,16.84414142
30082,106.88,0.06,1.5,13.45,12.00585194
30083,81.58,0.26,0.5,8.809,19.42540033
30084,84.78,0.29,1.5,54.13,48.14824142
30085,106.88,0.2,1,14.51,17.9068447
30086,129.12,0.23,1.5,53.5,41.67753641
30087,199.49,0.32,1.5,19.958,34.5812169
30088,75.7,0.2,0.5,57.4,38.32082167
30089,81.58,0.52,0.5,51.22,80.37970033
30090,115.17,0.16,1.5,13.12,16.14611724
30091,119.69,0.23,1.5,62.83,46.34863824
30092,178.13,0.2,0.5,10.94,15.01486005
30093,199.49,0.2,1,54.13,37.67340965
30094,59.85,0.26,1,77.2,54.73496621
30095,84.78,0.2,0.5,13.23,16.22167362
30096,178.13,0.23,0.5,10.78,17.46326005
30097,178.13,0.2,0.5,13.45,16.26986005
30098,75.44,0.29,1.5,75.52,58.85784474
30099,84.78,0.23,1,50.41,38.40963418
30100,75.7,0.29,1,51.2,44.93398222
30101,81.58,0.32,1,18.4,32.11126089
30102,53.44,0.16,0.5,52.28,32.99344702
30103,199.49,0.32,0.5,17.32,30.4292491
30104,115.17,0.26,1,51.18,41.64471
30105,199.49,0.16,0.5,11.79,12.6114491
30106,59.85,0.29,1,8.809,23.77346621
30107,191.95,0.4,1.5,14.34,43.06378597
30108,106.88,0.4,0.5,59.58,62.89228414
30109,57.95,0.52,0.5,56.63,83.13468382
30110,119.69,0.23,1.5,14.51,22.18863824
30111,191.95,0.2,1.5,52.28,38.51378597
30112,84.78,0.06,0.5,17.32,11.13227362
30113,119.69,0.26,1.5,70.09,52.85983824
30114,115.17,0.29,0.5,53.44,44.93914944
30115,75.44,0.16,1,13.453,14.5949375
30116,115.17,0.16,1,17.24,16.44271
30117,57.95,0.2,1.5,10.94,17.96425162
30118,129.12,0.26,1.5,15.6,25.60873641
30119,53.44,0.16,1,8.751,12.29850758
30120,106.88,0.4,1.5,40.11,55.99025194
30121,53.44,0.52,1,24.882,68.34480758
30122,57.95,0.23,0.5,53.5,38.93968382
30123,53.44,0.29,0.5,51.22,43.92944702
30124,129.12,0.2,1,13.45,17.36072916
30125,115.17,0.29,1,17.24,27.90871
30126,191.95,0.26,0.5,59.378,44.63941817
30127,75.44,0.4,1.5,52.28,62.11424474
30128,84.78,0.06,0.5,64.54,34.74227362
30129,199.49,0.32,1,57.4,51.53880965
30130,129.12,0.29,0.5,38.102,37.26076861
30131,115.17,0.16,1,19.83,17.73771
30132,129.12,0.26,1.5,14.52,25.06873641
30133,178.13,0.52,1,51.2,81.3728206
30134,106.88,0.26,0.5,66.31,48.14688414
30135,106.88,0.26,1.5,53.499,44.57435194
30136,88.79,0.2,0.5,54.13,36.66634657
30137,119.69,0.06,1,56.63,31.822431
30138,88.79,0.26,0.5,13.45,21.73594657
30139,199.49,0.52,1.5,52.28,83.6702169
30140,191.95,0.52,0.5,14.34,61.86921817
30141,115.17,0.52,1.5,59.58,87.35691724
30142,106.88,0.23,1,63.88,45.1202447
30143,75.44,0.26,1.5,56.95,46.33884474
30144,57.95,0.16,1.5,10.78,15.06185162
30145,119.69,0.32,0.5,13.12,28.36267044
30146,59.85,0.32,1.5,11.86,30.64917345
30147,53.44,0.4,1,77.2,72.86540758
30148,129.12,0.23,1.5,50.41,40.13253641
30149,199.49,0.32,1.5,42.96,46.0822169
30150,115.17,0.2,1.5,52.28,38.54851724
30151,59.85,0.32,1,53.5,49.70576621
30152,199.49,0.06,1,55.72,31.33400965
30153,84.78,0.23,0.5,39.78,32.02507362
30154,119.69,0.52,1.5,13.12,64.12363824
30155,81.58,0.16,0.5,28.66,21.11890033
30156,75.7,0.52,0.5,53.44,81.49922167
30157,178.13,0.29,0.5,39.78,38.07846005
30158,88.79,0.16,1.5,18.4,18.81191437
30159,199.49,0.29,1.5,41.28,41.6554169
30160,119.69,0.16,1.5,24.882,22.02383824
30161,129.12,0.06,0.5,13.23,9.046768607
30162,75.44,0.23,1.5,77.2,53.58264474
30163,106.88,0.16,1.5,19.96,19.57285194
30164,191.95,0.52,1.5,54.26,84.66218597
30165,59.85,0.4,0.5,42.96,54.65580565
30166,88.79,0.2,1.5,12.6,18.73431437
30167,57.95,0.32,1,17.24,31.58124438
30168,106.88,0.06,1,66.31,36.6724447
30169,191.95,0.06,1.5,12.6,11.53938597
30170,88.79,0.16,0.5,57.4,35.47894657
30171,57.95,0.29,1,44.4,41.57444438
30172,81.58,0.23,1,53.499,39.95876089
30173,88.79,0.06,1,52.28,29.67650712
30174,84.78,0.23,1.5,53.5,41.71804142
30175,115.17,0.52,0.5,19.958,64.71294944
30176,59.85,0.16,0.5,13.54,13.60340565
30177,88.79,0.16,0.5,13.44,13.49894657
30178,81.58,0.2,1,18.4,19.88086089
30179,84.78,0.32,1.5,15.6,32.47004142
30180,106.88,0.06,1.5,54.26,32.41085194
30181,59.85,0.4,1,55.999,62.24486621
30182,75.7,0.23,1.5,62.19,46.07718947
30183,115.17,0.16,0.5,16.23,14.86814944
30184,191.95,0.16,0.5,14.45,13.94341817
30185,88.79,0.16,1.5,12.09,15.65691437
30186,88.79,0.32,1.5,51.2,50.26471437
30187,81.58,0.26,0.5,10.94,20.49090033
30188,75.7,0.4,0.5,56.95,61.61582167
30189,75.7,0.06,0.5,24.882,14.92742167
30190,129.12,0.32,1.5,55.999,52.62903641
30191,88.79,0.4,1,39.78,54.08090712
30192,119.69,0.2,1.5,14.45,19.63023824
30193,119.69,0.2,1.5,42.96,33.88523824
30194,115.17,0.26,1,55.999,44.05421
30195,88.79,0.32,1.5,16.8,33.06471437
30196,106.88,0.16,1,53.48,34.5694447
30197,57.95,0.23,1,13.29,19.90424438
30198,53.44,0.16,1.5,28.66,24.01641482
30199,59.85,0.29,1,14.34,26.53896621
30200,119.69,0.32,0.5,51.5,47.55267044
30201,81.58,0.06,1,19.96,13.52646089
30202,75.44,0.2,0.5,51.19,35.21627694
30203,81.58,0.29,1,56.63,47.63946089
30204,81.58,0.32,1.5,62.19,55.76966813
30205,75.44,0.2,1.5,12.09,18.49924474
30206,129.12,0.29,1,15.6,27.07932916
30207,199.49,0.32,1,38.102,41.88980965
30208,119.69,0.4,0.5,59.58,62.88227044
30209,53.44,0.52,1.5,53.499,84.41671482
30210,75.7,0.23,1.5,41.28,35.62218947
30211,57.95,0.4,1.5,51.2,61.61425162
30212,75.44,0.4,1.5,54.11,63.02924474
30213,53.44,0.16,1.5,11.86,15.61641482
30214,199.49,0.4,1.5,15.6,43.6918169
30215,53.44,0.29,1,13.54,26.15900758
30216,84.78,0.2,1.5,11.86,18.36964142
30217,106.88,0.26,0.5,56.63,43.30688414
30218,81.58,0.06,1.5,59.378,34.99886813
30219,53.44,0.06,1.5,13.12,11.93441482
30220,199.49,0.23,1.5,51.22,40.5102169
30221,75.44,0.2,1,12.09,16.7358375
30222,129.12,0.32,0.5,28.3,35.94656861
30223,81.58,0.4,0.5,15.6,40.93130033
30224,88.79,0.4,1,57.4,62.89090712
30225,199.49,0.26,1,51.2,41.61800965
30226,199.49,0.52,1,61.89,86.71180965
30227,75.44,0.32,1.5,51.2,50.28464474
30228,119.69,0.32,1.5,53.48,51.37563824
30229,81.58,0.52,1,14.34,63.00926089
30230,53.44,0.4,1.5,9.497,40.77731482
30231,59.85,0.29,1.5,10.94,26.60237345
30232,53.44,0.32,0.5,62.83,53.32124702
30233,53.44,0.26,1,52.28,42.29500758
30234,59.85,0.26,1.5,62.68,49.23837345
30235,88.79,0.29,0.5,41.28,38.88494657
30236,88.79,0.2,0.5,51.5,35.35134657
30237,53.44,0.2,1,62.19,41.84040758
30238,53.44,0.06,1,8.751,7.986507577
30239,119.69,0.52,1,51.152,81.376231
30240,115.17,0.06,0.5,42.96,23.92114944
30241,199.49,0.26,0.5,56.95,43.4234491
30242,119.69,0.2,0.5,17.32,18.23227044
30243,84.78,0.23,1,28.66,27.53463418
30244,57.95,0.23,1.5,66.31,48.17765162
30245,81.58,0.32,1.5,17.32,33.33466813
30246,53.44,0.16,1.5,66.31,42.84141482
30247,106.88,0.52,1.5,14.45,64.79865194
30248,129.12,0.16,0.5,16.8,15.14376861
30249,57.95,0.06,0.5,41.28,23.16688382
30250,81.58,0.2,1,14.52,17.94086089
30251,191.95,0.16,1,13.12,14.34797873
30252,115.17,0.16,1.5,13.23,16.20111724
30253,178.13,0.4,0.5,63.36,64.74486005
30254,191.95,0.29,0.5,56.63,46.49941817
30255,81.58,0.4,1,51.19,59.79586089
30256,191.95,0.26,1.5,53.499,44.53288597
30257,119.69,0.2,0.5,75.52,47.33227044
30258,191.95,0.06,1.5,52.28,31.37938597
30259,199.49,0.16,1.5,28.3,23.6994169
30260,75.44,0.52,1.5,52.28,83.75264474
30261,57.95,0.29,1,55.72,47.23444438
30262,81.58,0.16,0.5,41.28,27.42890033
30263,88.79,0.23,0.5,61.89,43.07474657
30264,53.44,0.06,1.5,62.83,36.78941482
30265,106.88,0.29,1,51.5,45.0454447
30266,59.85,0.26,1.5,13.44,24.61837345
30267,59.85,0.2,0.5,10.94,15.12580565
30268,178.13,0.2,1,64.54,42.8844206
30269,106.88,0.06,0.5,13.453,9.174384145
30270,84.78,0.23,1.5,18.4,24.16804142
30271,75.44,0.2,1.5,38.102,31.50524474
30272,84.78,0.32,1.5,51.152,50.24604142
30273,75.44,0.2,0.5,11.86,15.55127694
30274,57.95,0.52,0.5,51.5,80.56968382
30275,199.49,0.29,1,13.12,25.81200965
30276,57.95,0.32,0.5,51.5,47.64168382
30277,119.69,0.32,1,42.96,44.352231
30278,75.7,0.23,1.5,12.6,21.28218947
30279,106.88,0.4,1.5,53.5,62.68525194
